Name;Position;Age;Team_from;League_from;Team_to;League_to;Season;Market_value;Transfer_fee;ROI;PV
Johan Walem;Left Midfield;29;Udinese Calcio;Serie A;Standard Liège;Jupiler Pro League;2001-2002;NA;2000000;NA;NA
Yobanny Rivero;Right Midfield;20;Trujillanos;Venezuela;Caracas FC;Venezuela;2001-2002;NA;2000000;NA;NA
Claudio Taffarel;Goalkeeper;35;Galatasaray;Süper Lig;Parma;Serie A;2001-2002;NA;2000000;NA;NA
Marc Wilmots;Attacking Midfield;32;G. Bordeaux;Ligue 1;FC Schalke 04;1.Bundesliga;2001-2002;NA;2000000;NA;NA
Gheorghe Popescu;Centre-Back;33;Galatasaray;Süper Lig;Lecce;Serie A;2001-2002;NA;2000000;NA;NA
Winston Parks;Centre-Forward;19;Limón FC;Primera Div. Apertura;Udinese Calcio;Serie A;2001-2002;NA;2000000;NA;NA
Paulo Ferreira;Right-Back;23;Vitória Setúbal;Liga NOS;FC Porto;Liga NOS;2002-2003;NA;2000000;NA;NA
Olivier Thomert;Left Midfield;22;Le Mans;Ligue 2;Lens;Ligue 1;2002-2003;NA;2000000;NA;NA
Ümit Davala;Right Midfield;28;AC Milan;Serie A;Inter;Serie A;2002-2003;NA;2000000;NA;NA
Gustavo Varela;Right Midfield;24;Nacional;Uruguay;FC Schalke 04;1.Bundesliga;2002-2003;NA;2000000;NA;NA
Hanno Balitsch;Defensive Midfield;21;1. FC Köln;2.Bundesliga;Bay. Leverkusen;1.Bundesliga;2002-2003;NA;2000000;NA;NA
René-Salomon Olembé;Left Midfield;21;FC Nantes;Ligue 1;Marseille;Ligue 1;2002-2003;NA;2000000;NA;NA
Kemal Aslan;Central Midfield;21;Gaziantepspor;Süper Lig;Fenerbahce;Süper Lig;2002-2003;NA;2000000;NA;NA
Julio Hernán Rossi;Centre-Forward;25;FC Lugano;Auf-/Abstiegsrunde NLA/NLB;FC Basel;Super League;2002-2003;NA;2000000;NA;NA
Boris Smiljanic;Centre-Back;25;Grasshoppers;Super League;FC Basel;Super League;2002-2003;NA;2000000;NA;NA
Sixto Peralta;Central Midfield;23;Inter;Serie A;Racing Club;Argentina;2002-2003;NA;2000000;NA;NA
Aleksandar Rankovic;Right-Back;23;Rad;Serbia;Vitesse;Eredivisie;2002-2003;NA;2000000;NA;NA
Sergio Hellings;Defender;17;Ajax U19;U19 Eredivisie;Anderlecht U19;Belgium;2002-2003;NA;2000000;NA;NA
Mazhar Abdelrahman;Forward;25;El Masry;Premier League;Monaco;Ligue 1;2002-2003;NA;2000000;NA;NA
Matthew Clarke;Goalkeeper;28;Bradford City;First Division;Crystal Palace;First Division;2002-2003;NA;2000000;NA;NA
Shunsuke Nakamura;Attacking Midfield;24;Yokohama F. M.;J1 - 2nd Stage;Reggina;Serie A;2002-2003;NA;2000000;NA;NA
Danny;Attacking Midfield;18;Marítimo;Liga NOS;Sporting CP;Liga NOS;2002-2003;NA;2000000;NA;NA
Luis Jiménez;Attacking Midfield;18;CD Palestino;Chile;Ternana;Serie B;2002-2003;NA;2000000;NA;NA
Bobby Zamora;Centre-Forward;22;Brighton;Second Division (bis 03/04);Spurs;Premier League;2003-2004;NA;2000000;NA;NA
Guillermo Pereyra;Central Midfield;23;River Plate;Argentina;RCD Mallorca;LaLiga;2003-2004;NA;2000000;NA;NA
Luca Antonini;Left-Back;20;AC Milan;Serie A;Sampdoria;Serie A;2003-2004;NA;2000000;NA;NA
Emile Mpenza;Centre-Forward;25;FC Schalke 04;1.Bundesliga;Standard Liège;Jupiler Pro League;2003-2004;NA;2000000;NA;NA
Nolberto Solano;Right Midfield;29;Newcastle;Premier League;Aston Villa;Premier League;2003-2004;NA;2000000;NA;NA
Ricardinho;Attacking Midfield;27;São Paulo;Brazil;Middlesbrough;Premier League;2003-2004;NA;2000000;NA;NA
Evgeni Aldonin;Defensive Midfield;23;Rotor Volgograd;Premier Liga;CSKA Moscow;Premier Liga;2003-2004;NA;2000000;NA;NA
Maris Verpakovskis;Centre-Forward;24;Skonto Riga;Virsliga;Dynamo Kyiv;Premier Liga;2003-2004;NA;2000000;NA;NA
Jody Craddock;Centre-Back;27;Sunderland;First Division;Wolves;Premier League;2003-2004;NA;2000000;NA;NA
Marcelinho Carioca;Attacking Midfield;32;Vasco da Gama;Brazil;Al-Nasr;United Arab Emirates;2003-2004;NA;2000000;NA;NA
Emanuel Centurión;Left Midfield;20;Vélez Sarsfield;Argentina;VfB Stuttgart;1.Bundesliga;2003-2004;NA;2000000;NA;NA
Óscar Córdoba;Goalkeeper;33;Boca Juniors;Argentina;Besiktas;Süper Lig;2003-2004;NA;2000000;NA;NA
Fabiano Rossato;Left-Back;25;Nacional;Liga NOS;FC Porto;Liga NOS;2003-2004;NA;2000000;NA;NA
Jean Carlos;Left-Back;19;Atlético-PR;Brazil;Feyenoord;Eredivisie;2003-2004;NA;2000000;NA;NA
Nicola Pozzi;Centre-Forward;17;RC Cesena;Serie C - A;AC Milan;Serie A;2003-2004;NA;2000000;NA;NA
Gabriel Tamas;Centre-Back;19;Dinamo Bukarest;Romania;Galatasaray;Süper Lig;2003-2004;NA;2000000;NA;NA
Kléber;Centre-Forward;20;São Paulo;Brazil;Dynamo Kyiv;Premier Liga;2003-2004;NA;2000000;NA;NA
Yaya Touré;Central Midfield;20;KSK Beveren;Jupiler Pro League;Metalurh D.;Premier Liga;2003-2004;NA;2000000;NA;NA
Jesper Grönkjaer;Left Winger;27;Birmingham;Premier League;Atlético Madrid;LaLiga;2004-2005;6500000;2000000;-0.692307692307692;-4500000
Sonny Anderson;Centre-Forward;34;Villarreal CF;LaLiga;Al Rayyan;Qatar;2004-2005;4000000;2000000;-0.5;-2000000
Chong-gug Song;Right-Back;25;Feyenoord;Eredivisie;Suwon Bluewings;Korea. South;2004-2005;2800000;2000000;-0.285714285714286;-800000
Luís Loureiro;Defensive Midfield;28;Braga;Liga NOS;Dinamo Moscow;Premier Liga;2004-2005;2750000;2000000;-0.272727272727273;-750000
Leandro;Left-Back;25;Cruzeiro;Série A;FC Porto;Liga NOS;2004-2005;2500000;2000000;-0.2;-500000
Sebastian Mila;Attacking Midfield;22;Grodzisk;Ekstraklasa;Austria Vienna;Bundesliga;2004-2005;1500000;2000000;0.333333333333333;500000
Léo Lima;Attacking Midfield;22;Marítimo;Liga NOS;FC Porto;Liga NOS;2004-2005;500000;2000000;3;1500000
Aleksey Bugaev;Centre-Back;23;Torpedo Moscow;Premier Liga;Loko Moscow;Premier Liga;2004-2005;50000;2000000;39;1950000
Paulo Assunção;Defensive Midfield;24;Nacional;Liga NOS;FC Porto;Liga NOS;2004-2005;NA;2000000;NA;NA
Jussiê;Attacking Midfield;21;Cruzeiro;Série A;Lens;Ligue 1;2004-2005;NA;2000000;NA;NA
Kevin Hofland;Centre-Back;25;PSV Eindhoven;Eredivisie;VfL Wolfsburg;1.Bundesliga;2004-2005;NA;2000000;NA;NA
Juan Carlos Cacho;Centre-Forward;22;CD Cruz Azul;Mexico;CF Pachuca;Mexico;2004-2005;NA;2000000;NA;NA
Marco Caneira;Centre-Back;25;G. Bordeaux;Ligue 1;Valencia CF;LaLiga;2004-2005;NA;2000000;NA;NA
Vahid Hashemian;Centre-Forward;27;VfL Bochum;1.Bundesliga;Bayern Munich;1.Bundesliga;2004-2005;NA;2000000;NA;NA
Seyi Olofinjana;Central Midfield;24;SK Brann;Eliteserien;Wolves;Championship;2004-2005;NA;2000000;NA;NA
Erik Edman;Left-Back;25;Heerenveen;Eredivisie;Spurs;Premier League;2004-2005;NA;2000000;NA;NA
Weldon;Centre-Forward;23;Ponte Preta;Brazil;Al-Nasr;United Arab Emirates;2004-2005;NA;2000000;NA;NA
Rodolfo;Centre-Back;21;Fluminense;Brazil;Dynamo Kyiv;Premier Liga;2004-2005;NA;2000000;NA;NA
Serkan Balci;Right-Back;20;Genclerbirligi;Süper Lig;Fenerbahce;Süper Lig;2004-2005;NA;2000000;NA;NA
Davide Carrus;Defensive Midfield;25;Fiorentina;Serie A;Bari;Serie B;2004-2005;NA;2000000;NA;NA
DaMarcus Beasley;Left-Back;22;Chicago Fire;MLS;PSV Eindhoven;Eredivisie;2004-2005;NA;2000000;NA;NA
Pepe;Centre-Back;21;Marítimo;Liga NOS;FC Porto;Liga NOS;2004-2005;NA;2000000;NA;NA
Santiago Solari;Left Midfield;28;Real Madrid;LaLiga;Inter;Serie A;2005-2006;7000000;2000000;-0.714285714285714;-5000000
Nuno Valente;Left-Back;30;FC Porto;Liga NOS;Everton;Premier League;2005-2006;5000000;2000000;-0.6;-3000000
Young-pyo Lee;Left-Back;28;PSV Eindhoven;Eredivisie;Spurs;Premier League;2005-2006;4000000;2000000;-0.5;-2000000
Rabiu Afolabi;Centre-Back;25;Austria Vienna;Bundesliga;FC Sochaux;Ligue 1;2005-2006;3800000;2000000;-0.473684210526316;-1800000
Tomasz Frankowski;Centre-Forward;31;Elche CF;LaLiga2;Wolves;Championship;2005-2006;3750000;2000000;-0.466666666666667;-1750000
Patrick Owomoyela;Right-Back;25;Arm. Bielefeld;1.Bundesliga;Werder Bremen;1.Bundesliga;2005-2006;3250000;2000000;-0.384615384615385;-1250000
João Alves;Central Midfield;24;Braga;Liga NOS;Sporting CP;Liga NOS;2005-2006;3000000;2000000;-0.333333333333333;-1000000
Sébastien Mazure;Centre-Forward;26;SM Caen;Ligue 2;Saint-Étienne;Ligue 1;2005-2006;3000000;2000000;-0.333333333333333;-1000000
Sasa Ilic;Central Midfield;27;Partizan;SuperLiga;Galatasaray;Süper Lig;2005-2006;3000000;2000000;-0.333333333333333;-1000000
Miguel Ángel;Defensive Midfield;26;Málaga CF;LaLiga;Real Betis;LaLiga;2005-2006;2000000;2000000;0;0
Chun-soo Lee;Second Striker;23;Real Sociedad;LaLiga;Ulsan;Korea. South;2005-2006;2000000;2000000;0;0
Martin Kamburov;Centre-Forward;25;Lok. Plovdiv;Bulgaria;Al Ahli;Qatar;2005-2006;2000000;2000000;0;0
Javier Arizmendi;Centre-Forward;21;Atlético Madrid;LaLiga;Dep. La Coruña;LaLiga;2005-2006;1500000;2000000;0.333333333333333;500000
Marián Had;Centre-Back;23;Zbrojovka Brno;HET Liga;Loko Moscow;Premier Liga;2005-2006;1250000;2000000;0.6;750000
Martin Andresen;Central Midfield;28;Stabaek IF;OBOS-ligaen;SK Brann;Eliteserien;2005-2006;1250000;2000000;0.6;750000
Eldin Jakupovic;Goalkeeper;21;Grasshoppers;Super League;Loko Moscow;Premier Liga;2005-2006;750000;2000000;1.66666666666667;1250000
Anthony Seric;Left-Back;26;Lazio;Serie A;Panathinaikos;Super League;2005-2006;600000;2000000;2.33333333333333;1400000
Danny Gabbidon;Centre-Back;25;Cardiff;Championship;West Ham;Premier League;2005-2006;600000;2000000;2.33333333333333;1400000
James Collins;Centre-Back;21;Cardiff;Championship;West Ham;Premier League;2005-2006;600000;2000000;2.33333333333333;1400000
Júan;Attacking Midfield;23;Fluminense;Série A;Flamengo;Série A;2005-2006;250000;2000000;7;1750000
Heidar Helguson;Centre-Forward;27;Watford;Championship;Fulham;Premier League;2005-2006;200000;2000000;9;1800000
Pavel Pogrebnyak;Centre-Forward;22;Spartak Moscow;Premier Liga;Tom Tomsk;Premier Liga;2005-2006;50000;2000000;39;1950000
Ben Foster;Goalkeeper;22;Stoke City;Championship;Man Utd;Premier League;2005-2006;50000;2000000;39;1950000
Denis Kolodin;Centre-Back;23;KS Samara;Premier Liga;Dinamo Moscow;Premier Liga;2005-2006;NA;2000000;NA;NA
Borges;Centre-Forward;25;Paraná;Série A;Vegalta Sendai;J2 League;2005-2006;NA;2000000;NA;NA
Ognjen Koroman;Right Winger;26;KS Samara;Premier Liga;Akhmat Grozny;Premier Liga;2005-2006;NA;2000000;NA;NA
Daniel Bilos;Left Midfield;24;CA Banfield;Torneo Final;Boca Juniors;Torneo Final;2005-2006;NA;2000000;NA;NA
Mads Junker;Centre-Forward;24;Nordsjaelland;Superligaen;Vitesse;Eredivisie;2005-2006;NA;2000000;NA;NA
Tugay Kerimoglu;Defensive Midfield;30;Rangers;Scotland;Blackburn;Premier League;2001-2002;NA;1950000;NA;NA
Ulrich Le Pen;Left Winger;27;FC Lorient;Ligue 1;Ipswich;Premier League;2001-2002;NA;1950000;NA;NA
Slavisa Jokanovic;Defensive Midfield;32;Dep. La Coruña;LaLiga;Chelsea;Premier League;2000-2001;NA;1900000;NA;NA
José Amavisca;Left Midfield;29;Racing;LaLiga;Dep. La Coruña;LaLiga;2000-2001;NA;1900000;NA;NA
Ivica Banovic;Defensive Midfield;19;NK Zagreb;Croatia;Werder Bremen;1.Bundesliga;2000-2001;NA;1900000;NA;NA
Davide Possanzini;Centre-Forward;28;UC AlbinoLeffe;Serie B;US Palermo;Serie A;2004-2005;50000;1900000;37;1850000
Claus Jensen;Attacking Midfield;27;Charlton;Premier League;Fulham;Premier League;2004-2005;NA;1900000;NA;NA
Tommy Berntsen;Centre-Back;27;Lilleström SK;Eliteserien;E. Frankfurt;1.Bundesliga;2000-2001;NA;1880000;NA;NA
Robbie Savage;Central Midfield;27;Leicester;First Division;Birmingham;Premier League;2002-2003;NA;1880000;NA;NA
Espen Baardsen;Goalkeeper;25;Watford;First Division;Everton;Premier League;2002-2003;NA;1880000;NA;NA
Jon Stead;Centre-Forward;20;Huddersfield;England;Blackburn;Premier League;2003-2004;NA;1880000;NA;NA
Patricio Camps;Forward;28;Vélez Sarsfield;Argentina;PAOK Saloniki;Super League;2000-2001;NA;1850000;NA;NA
Jamie Clapham;Left-Back;27;Ipswich;First Division;Birmingham;Premier League;2002-2003;NA;1850000;NA;NA
Brett Emerton;Right Midfield;21;Sydney Olympic;Australia;Feyenoord;Eredivisie;2000-2001;NA;1800000;NA;NA
Sergej Barbarez;Second Striker;28;Bor. Dortmund;1.Bundesliga;Hamburger SV;1.Bundesliga;2000-2001;NA;1800000;NA;NA
Radek Bejbl;Defensive Midfield;27;Atlético Madrid;LaLiga2;Lens;Ligue 1;2000-2001;NA;1800000;NA;NA
Robin Nelisse;Centre-Forward;22;Feyenoord;Eredivisie;AZ Alkmaar;Eredivisie;2000-2001;NA;1800000;NA;NA
Yago Yao;Centre-Back;21;Sporting Gijón;LaLiga2;Celta de Vigo;LaLiga;2000-2001;NA;1800000;NA;NA
Papa Bouba Diop;Defensive Midfield;23;Grasshoppers;Super League;Lens;Ligue 1;2001-2002;NA;1800000;NA;NA
Nathan Ellington;Centre-Forward;20;Bristol Rovers;England;Wigan;England;2001-2002;NA;1800000;NA;NA
Adékambi Olufadé;Right Winger;21;KSC Lokeren;Jupiler Pro League;LOSC Lille;Ligue 1;2001-2002;NA;1800000;NA;NA
John Aloisi;Centre-Forward;25;Coventry City;First Division;CA Osasuna;LaLiga;2001-2002;NA;1800000;NA;NA
Thomas Gaardsöe;Centre-Back;22;Aalborg BK;Denmark;Ipswich;Premier League;2001-2002;NA;1800000;NA;NA
Arne Friedrich;Centre-Back;23;Arm. Bielefeld;1.Bundesliga;Hertha BSC;1.Bundesliga;2002-2003;NA;1800000;NA;NA
Christian;Centre-Forward;27;G. Bordeaux;Ligue 1;Galatasaray;Süper Lig;2002-2003;NA;1800000;NA;NA
Sigurd Rushfeldt;Centre-Forward;29;Racing;LaLiga;Austria Vienna;Bundesliga;2002-2003;NA;1800000;NA;NA
Winston Parks;Centre-Forward;21;Udinese Calcio;Serie A;Loko Moscow;Premier Liga;2002-2003;NA;1800000;NA;NA
Vratislav Gresko;Left-Back;25;Parma;Serie A;Blackburn;Premier League;2003-2004;NA;1800000;NA;NA
Moumouni Dagano;Centre-Forward;22;KRC Genk;Jupiler Pro League;Guingamp;Ligue 1;2003-2004;NA;1800000;NA;NA
Goran Sablic;Centre-Back;24;Hajduk Split;Croatia;Dynamo Kyiv;Premier Liga;2003-2004;NA;1800000;NA;NA
Valdo;Right Winger;22;Real Madrid;LaLiga;CA Osasuna;LaLiga;2003-2004;NA;1800000;NA;NA
Cata Díaz;Centre-Back;24;CD Cruz Azul;Mexico;Colón;Argentina;2003-2004;NA;1800000;NA;NA
Hamit Altintop;Central Midfield;20;Wattenscheid 09;Regionalliga Nord;FC Schalke 04;1.Bundesliga;2003-2004;NA;1800000;NA;NA
Emiliano Moretti;Centre-Back;22;Juventus;Serie A;Parma;Serie A;2003-2004;NA;1800000;NA;NA
Andreas Jakobsson;Centre-Back;32;Bröndby IF;Superligaen;Southampton;Premier League;2004-2005;2000000;1800000;-0.1;-200000
Damian Gorawski;Right Winger;26;Wisla Kraków;Ekstraklasa;FK Moskau;Premier Liga;2004-2005;1750000;1800000;0.0285714285714286;50000
Ki-hyeon Seol;Right Winger;25;RSC Anderlecht;Jupiler Pro League;Wolves;Championship;2004-2005;NA;1800000;NA;NA
Serghei Covalciuc;Central Midfield;22;Karpaty;Ukraine;Spartak Moscow;Premier Liga;2004-2005;NA;1800000;NA;NA
Marcel;Centre-Forward;23;Suwon Bluewings;Korea. South;Coimbra;Liga NOS;2004-2005;NA;1800000;NA;NA
Sixto Peralta;Central Midfield;25;Santos Laguna;Mexico;Tigres UANL;Mexico;2004-2005;NA;1800000;NA;NA
Calum Davenport;Centre-Back;21;Coventry City;Championship;Spurs;Premier League;2004-2005;NA;1800000;NA;NA
Ibson;Central Midfield;21;Flamengo;Série A;FC Porto;Liga NOS;2004-2005;NA;1800000;NA;NA
James McFadden;Second Striker;20;Motherwell FC;Premiership;Everton;Premier League;2003-2004;NA;1750000;NA;NA
Salvador Carmona;Centre-Back;28;Toluca;Mexico;Chivas;Mexico;2003-2004;NA;1750000;NA;NA
Florin Bratu;Centre-Forward;23;Rapid Bucharest;Romania;Galatasaray;Süper Lig;2003-2004;NA;1750000;NA;NA
Mladen Petric;Centre-Forward;23;Grasshoppers;Super League;FC Basel;Super League;2004-2005;NA;1750000;NA;NA
Azar Karadas;Centre-Back;22;Rosenborg BK;Eliteserien;Benfica;Liga NOS;2004-2005;NA;1750000;NA;NA
Jonathan Greening;Central Midfield;25;Middlesbrough;Premier League;West Brom;Premier League;2004-2005;NA;1750000;NA;NA
Hüseyin Cimsir;Defensive Midfield;23;Antalyaspor;1.Lig;Trabzonspor;Süper Lig;2002-2003;NA;1700000;NA;NA
Önder Turaci;Centre-Back;22;Standard Liège;Jupiler Pro League;Fenerbahce;Süper Lig;2004-2005;NA;1700000;NA;NA
Pedro Benítez;Centre-Back;23;Cerro Porteño;Paraguay;Shakhtar D.;Premier Liga;2004-2005;NA;1700000;NA;NA
Andreas Isaksson;Goalkeeper;22;Djurgarden;Sweden;Stade Rennais;Ligue 1;2004-2005;NA;1700000;NA;NA
Juan Fernández;Right-Back;22;Estudiantes;Argentina;Bor. Dortmund;1.Bundesliga;2002-2003;NA;1650000;NA;NA
Laurent Batlles;Attacking Midfield;28;SC Bastia;Ligue 1;Marseille;Ligue 1;2003-2004;NA;1650000;NA;NA
Álvaro Santos;Centre-Forward;23;Helsingborg;Sweden;FC Copenhagen;Denmark;2003-2004;NA;1650000;NA;NA
Moisés Moura;Centre-Back;24;Spartak Moscow;Premier Liga;KS Samara;Premier Liga;2003-2004;NA;1600000;NA;NA
Hakan Yakin;Attacking Midfield;26;FC Basel;Super League;Paris SG;Ligue 1;2003-2004;NA;1600000;NA;NA
Hakan Yakin;Attacking Midfield;26;Paris SG;Ligue 1;FC Basel;Super League;2003-2004;NA;1600000;NA;NA
Ian Pearce;Centre-Back;29;West Ham;First Division;Fulham;Premier League;2003-2004;NA;1600000;NA;NA
Martin Taylor;Centre-Back;24;Blackburn;Premier League;Birmingham;Premier League;2003-2004;NA;1600000;NA;NA
Rudi Skácel;Attacking Midfield;24;Slavia Prag;HET Liga;Marseille;Ligue 1;2003-2004;NA;1600000;NA;NA
Maksim Romashchenko;Left Midfield;28;Trabzonspor;Süper Lig;Dinamo Moscow;Premier Liga;2004-2005;2200000;1600000;-0.272727272727273;-600000
Tobias Linderoth;Defensive Midfield;25;Everton;Premier League;FC Copenhagen;Superligaen;2004-2005;NA;1600000;NA;NA
Dragan Mladenovic;Defensive Midfield;28;Red Star;Serbia;Rangers;Premiership;2004-2005;NA;1600000;NA;NA
Pablo Guiñazú;Defensive Midfield;25;Newell's;Argentina;Saturn;Premier Liga;2003-2004;NA;1530000;NA;NA
Massimo Oddo;Right-Back;26;Hellas Verona;Serie B;Lazio;Serie A;2002-2003;NA;1500000;NA;NA
Alex Frei;Centre-Forward;23;Servette FC;Super League;Stade Rennais;Ligue 1;2002-2003;NA;1500000;NA;NA
Clemens Fritz;Central Midfield;21;Karlsruher SC;2.Bundesliga;Bay. Leverkusen;1.Bundesliga;2002-2003;NA;1500000;NA;NA
Marco Caneira;Centre-Back;23;Benfica;Liga NOS;G. Bordeaux;Ligue 1;2002-2003;NA;1500000;NA;NA
Riadh Bouazizi;Defensive Midfield;29;Bursaspor;Süper Lig;Gaziantepspor;Süper Lig;2002-2003;NA;1500000;NA;NA
Adrian Ilie;Centre-Forward;28;Valencia CF;LaLiga;Alavés;LaLiga;2002-2003;NA;1500000;NA;NA
Vladislav Radimov;Central Midfield;27;KS Samara;Premier Liga;Zenit S-Pb;Premier Liga;2002-2003;NA;1500000;NA;NA
Cyril Jeunechamp;Defensive Midfield;27;SC Bastia;Ligue 1;Stade Rennais;Ligue 1;2002-2003;NA;1500000;NA;NA
Washington;Centre-Forward;27;Ponte Preta;Brazil;Fenerbahce;Süper Lig;2002-2003;NA;1500000;NA;NA
Andy Todd;Centre-Back;27;Charlton;Premier League;Blackburn;Premier League;2002-2003;NA;1500000;NA;NA
Darren Ambrose;Left Midfield;19;Ipswich;First Division;Newcastle;Premier League;2002-2003;NA;1500000;NA;NA
Nicolás Pavlovich;Centre-Forward;24;Racing Club;Argentina;Saturn;Premier Liga;2002-2003;NA;1500000;NA;NA
Sebastián Pardo;Central Midfield;21;U. de Chile;Chile;Feyenoord;Eredivisie;2002-2003;NA;1500000;NA;NA
Cyril Domoraud;Centre-Back;30;Monaco;Ligue 1;Espanyol;LaLiga;2002-2003;NA;1500000;NA;NA
David Fernández;Attacking Midfield;26;Livingston FC;Scotland;Celtic;Scotland;2002-2003;NA;1500000;NA;NA
Luis Perea;Centre-Back;24;Indep. Medellín;Colombia;Boca Juniors;Argentina;2003-2004;NA;1500000;NA;NA
Tore André Flo;Centre-Forward;30;Sunderland;First Division;Siena;Serie A;2003-2004;NA;1500000;NA;NA
Denis Kolodin;Centre-Back;21;Uralan;Russia;KS Samara;Premier Liga;2003-2004;NA;1500000;NA;NA
Hossam Ghaly;Central Midfield;21;Ahly;Premier League;Feyenoord;Eredivisie;2003-2004;NA;1500000;NA;NA
Tolga Seyhan;Centre-Back;26;Malatyaspor;Süper Lig;Trabzonspor;Süper Lig;2003-2004;NA;1500000;NA;NA
Vaclav Sverkos;Centre-Forward;19;Banik Ostrava;HET Liga;Bor. M'gladbach;1.Bundesliga;2003-2004;NA;1500000;NA;NA
Matías Vuoso;Centre-Forward;21;Man City;Premier League;Santos Laguna;Mexico;2003-2004;NA;1500000;NA;NA
César Prates;Right-Back;28;Sporting CP;Liga NOS;Galatasaray;Süper Lig;2003-2004;NA;1500000;NA;NA
Cédric Barbosa;Left Winger;27;Montpellier;Ligue 1;Stade Rennais;Ligue 1;2003-2004;NA;1500000;NA;NA
Claudiu Raducanu;Centre-Forward;27;FCS Bucharest;Romania;Espanyol;LaLiga;2003-2004;NA;1500000;NA;NA
Mikhail Ashvetia;Centre-Forward;25;Spartak V.;Premier Liga;Loko Moscow;Premier Liga;2003-2004;NA;1500000;NA;NA
Maciel;Right Winger;25;Leiria;Liga NOS;FC Porto;Liga NOS;2003-2004;NA;1500000;NA;NA
Mehmet Yozgatli;Right Winger;24;Istanbulspor;Süper Lig;Fenerbahce;Süper Lig;2003-2004;NA;1500000;NA;NA
Paul Bosvelt;Defensive Midfield;33;Feyenoord;Eredivisie;Man City;Premier League;2003-2004;NA;1500000;NA;NA
Geoff Horsfield;Centre-Forward;29;Birmingham;Premier League;Wigan;First Division;2003-2004;NA;1500000;NA;NA
Geoff Horsfield;Centre-Forward;30;Wigan;First Division;West Brom;First Division;2003-2004;NA;1500000;NA;NA
Fábio Júnior;Centre-Forward;26;Atlético-MG;Brazil;Kashima Antlers;J1 - 2nd Stage;2003-2004;NA;1500000;NA;NA
Selcuk Sahin;Defensive Midfield;22;Istanbulspor;Süper Lig;Fenerbahce;Süper Lig;2003-2004;NA;1500000;NA;NA
César Delgado;Right Winger;21;CA Rosario;Argentina;CD Cruz Azul;Mexico;2003-2004;NA;1500000;NA;NA
Sergey Kornilenko;Centre-Forward;20;Dinamo Minsk;Vysheyshaya Liga;Dynamo Kyiv;Premier Liga;2003-2004;NA;1500000;NA;NA
Lee Martin;Attacking Midfield;16;MK Dons U18;England;Man Utd U18;England;2003-2004;NA;1500000;NA;NA
Alejandro Domínguez;Attacking Midfield;22;River Plate;Argentina;Rubin Kazan;Premier Liga;2003-2004;NA;1500000;NA;NA
Paul Kpaka;Centre-Forward;21;Beerschot AC;Jupiler Pro League;KRC Genk;Jupiler Pro League;2003-2004;NA;1500000;NA;NA
Niko Kranjcar;Attacking Midfield;20;Dinamo Zagreb;Croatia;Hajduk Split;Croatia;2004-2005;5000000;1500000;-0.7;-3500000
Juan Pablo Sorín;Left-Back;28;Cruzeiro;Brazil;Villarreal CF;LaLiga;2004-2005;4000000;1500000;-0.625;-2500000
Élson;Attacking Midfield;23;Palmeiras;Série A;VfB Stuttgart;1.Bundesliga;2004-2005;1200000;1500000;0.25;300000
Damani Ralph;Centre-Forward;24;Chicago Fire;MLS;Rubin Kazan;Premier Liga;2004-2005;1000000;1500000;0.5;500000
Giannis Skopelitis;Defensive Midfield;26;Egaleo AO;Super League;Portsmouth;Premier League;2004-2005;800000;1500000;0.875;700000
Atiba Hutchinson;Defensive Midfield;21;Östers IF;Sweden;Helsingborg;Allsvenskan;2004-2005;50000;1500000;29;1450000
Khalid Boulahrouz;Centre-Back;22;RKC Waalwijk;Eredivisie;Hamburger SV;1.Bundesliga;2004-2005;NA;1500000;NA;NA
